GRUP;TAHSILATAY;SORUMLUAVUKAT;DEVIR;ANAPARA;FAIZ;TAHSILATDURUM;CARIYILSEVK;ODEMEGUN;ANAPARAFAIZ
GRUP 1;Mayıs;;2021/01;599.3;37.18;İdari Takip;;11;636.48
GRUP 1;Ekim;;2021/01;129.8;21.89;İdari Takip;;13;151.69
GRUP 1;Şubat;;2014;90.07;33.93;Yasal Takip;;7;124
GRUP 1;Ağustos;;2021/01;24300.09;1465.04;Yasal Takip;;3;25765.13
GRUP 1;Şubat;;2013;48.2;79.12;Yasal Takip;;9;127.32
GRUP 1;Mayıs;;2016;257.3;165.67;Yasal Takip;;17;422.97
GRUP 1;Temmuz;;2021/03;688.15;34.29;Yasal Takip;;19;722.44
GRUP 1;Eylül;;2020;0;0;Yasal Takip;;12;0
GRUP 1;Nisan;;2016;0;0;Yasal Takip;;19;0
GRUP 1;Ekim;;2016;136.92;165.91;İdari Takip;;13;302.83
GRUP 1;Nisan;;2014;64.14;73.48;Yasal Takip;;22;137.62
GRUP 1;Mart;;2016;1768.21;1105.97;Yasal Takip;;29;2874.18
GRUP 1;Aralık;;2021/01;274.5;55.29;İdari Takip;;24;329.79
GRUP 1;Aralık;;2021/03;280.3;45.35;İdari Takip;;10;325.65
GRUP 1;Kasım;;2021/10;943.93;4.48;İdari Takip;;4;948.41
GRUP 1;Kasım;;2021/07;510.94;30.57;Yasal Takip;;13;541.51
GRUP 1;Kasım;;2021/10;579.71;7.53;İdari Takip;;13;587.24
GRUP 1;Aralık;;2021/07;2225.98;109.53;Yasal Takip;;21;2335.51
GRUP 1;Ekim;;2021/09;116.03;2.48;Yasal Takip;;31;118.51
GRUP 1;Kasım;;2021/05;86.3;9.99;İdari Takip;;27;96.29
GRUP 1;Mayıs;;2016;0;0;Yasal Takip;;4;0
GRUP 1;Mart;;2015;393.21;288.09;Yasal Takip;;12;681.3
GRUP 1;Haziran;;2013;0;383.83;Yasal Takip;;27;383.83
GRUP 1;Ocak;;2016;1826.3;0;Yasal Takip;;4;1826.3
GRUP 1;Ekim;;2015;0;1450.13;Yasal Takip;;20;1450.13
GRUP 1;Haziran;;2021/01;15477.57;1797.88;Yasal Takip;;4;17275.45
GRUP 1;Mart;;2021/02;1377.84;7.68;Yasal Takip;;13;1385.52
GRUP 1;Temmuz;;2021/04;541.13;30.14;Yasal Takip;;17;571.27
GRUP 1;Eylül;;2021/02;417.8;53.23;İdari Takip;;13;471.03
GRUP 1;Ağustos;;2021/07;1284.3;14.07;İdari Takip;;11;1298.37
GRUP 1;Aralık;;2021/06;277.9;32.8;İdari Takip;;29;310.7
GRUP 1;Mayıs;;2019;504.09;45.69;Yasal Takip;;14;549.78
GRUP 1;Eylül;;2019;1093.63;517.76;İdari Takip;;27;1611.39
GRUP 1;Eylül;;2018;200.69;167.74;Yasal Takip;;4;368.43
GRUP 1;Ekim;;2016;0;0;Yasal Takip;;20;0
GRUP 1;Aralık;;2015;0;901.28;Yasal Takip;;8;901.28
GRUP 1;Ağustos;;2019;127.8;68.59;İdari Takip;;20;196.39
GRUP 1;Temmuz;;2021/03;1511.52;80.98;İdari Takip;;31;1592.5
GRUP 1;Ağustos;;2021/03;193;17.74;İdari Takip;;29;210.74
GRUP 1;Ağustos;;2021/06;413.2;15.52;İdari Takip;;22;428.72
GRUP 1;Nisan;;2020;1287.78;86.6;Yasal Takip;2021;20;1374.38
GRUP 1;Eylül;;2021/01;75.9;7.79;Yasal Takip;;5;83.69
GRUP 1;Haziran;;2021/02;147.74;8.68;Yasal Takip;;27;156.42
GRUP 1;Ekim;;2021/07;1433.94;76.59;İdari Takip;;19;1510.53
GRUP 1;Mayıs;;2018;979.1;68.55;Yasal Takip;;5;1047.65
GRUP 1;Şubat;;Devir Öncesi;776.32;0;Yasal Takip;;27;776.32
GRUP 1;Nisan;;2021/01;2391.47;106.96;İdari Takip;;11;2498.43
GRUP 1;Mayıs;;2016;0;0;Yasal Takip;;10;0
GRUP 1;Ocak;;2019;326.3;142.75;İdari Takip;;28;469.05
GRUP 1;Ekim;;2021/05;71.1;6.54;İdari Takip;;24;77.64
GRUP 1;Ağustos;;2021/04;377.31;24.99;İdari Takip;;28;402.3
GRUP 1;Eylül;;2021/01;846.7;31.44;İdari Takip;;6;878.14
GRUP 1;Haziran;;2021/02;2047.74;165.72;İdari Takip;;29;2213.46
GRUP 1;Mayıs;;2021/03;926.65;21.58;Yasal Takip;;4;948.23
GRUP 1;Haziran;;2016;47.17;56.46;Yasal Takip;;22;103.63
GRUP 1;Aralık;;2021/07;222.3;21.3;İdari Takip;;19;243.6
GRUP 1;Aralık;;2021/11;5183.79;73.34;İdari Takip;;9;5257.13
GRUP 1;Haziran;;2018;0;0;İdari Takip;;18;0
GRUP 1;Nisan;;2015;0;0;Yasal Takip;;13;0
GRUP 1;Ağustos;;2021/05;394.79;21.07;İdari Takip;;29;415.86
GRUP 1;Aralık;;2021/05;226.89;23.13;Yasal Takip;;18;250.02
GRUP 1;Eylül;;2021/09;1141.59;2.61;İdari Takip;;29;1144.2
GRUP 1;Ocak;;2017;82.6;63.32;İdari Takip;;29;145.92
GRUP 1;Temmuz;;2021/01;281.69;7.89;İdari Takip;;2;289.58
GRUP 1;Eylül;;2021/04;328.68;20.8;Yasal Takip;;11;349.48
GRUP 1;Şubat;;2019;522.1;277.24;İdari Takip;;8;799.34
GRUP 1;Nisan;;2016;94;109.22;İdari Takip;;27;203.22
GRUP 1;Eylül;;2021/04;98.1;9.69;İdari Takip;;23;107.79
GRUP 1;Kasım;;2021/10;333.6;3.3;İdari Takip;;20;336.9
GRUP 1;Şubat;;2021/02;222.7;25.6;Yasal Takip;;1;248.3
GRUP 1;Şubat;;2015;194.71;817.11;Yasal Takip;;19;1011.82
GRUP 1;Ocak;;2017;176.19;157.65;İdari Takip;;19;333.84
GRUP 1;Kasım;;2021/05;90.8;9.77;İdari Takip;;28;100.57
GRUP 1;Temmuz;;2021/02;217.3;18.18;İdari Takip;;15;235.48
GRUP 1;Eylül;;2018;370.8;263.35;Yasal Takip;;26;634.15
GRUP 1;Aralık;;2016;0;525.74;Yasal Takip;;26;525.74
GRUP 1;Nisan;;2021/03;265.4;6.84;İdari Takip;;25;272.24
GRUP 1;Aralık;;2021/01;109.9;22.41;İdari Takip;;19;132.31
GRUP 1;Mart;;2020;5274.89;725.11;İdari Takip;2021;11;6000
GRUP 1;Mayıs;;2016;0;0;Yasal Takip;;1;0
GRUP 1;Haziran;;2021/06;558.19;1.58;İdari Takip;;22;559.77
GRUP 1;Ocak;;Devir Öncesi;957.21;0;Yasal Takip;;10;957.21
GRUP 1;Haziran;;2016;0;0;Yasal Takip;;19;0
GRUP 1;Mart;;2017;82.2;81.66;İdari Takip;;18;163.86
GRUP 1;Mayıs;;2017;21.2;22.21;İdari Takip;;31;43.41
GRUP 1;Eylül;;2021/02;302.6;36.96;Yasal Takip;;5;339.56
GRUP 1;Ağustos;;2021/03;809.08;63.59;İdari Takip;;8;872.67
GRUP 1;Ağustos;;2021/01;416.53;2774.98;İdari Takip;;17;3191.51
GRUP 1;Kasım;;2019;128.76;88.74;İdari Takip;;29;217.5
GRUP 1;Ekim;;2021/10;2393;11.2;İdari Takip;;25;2404.2
GRUP 1;Kasım;;2021/09;257.07;4.91;İdari Takip;;21;261.98
GRUP 1;Mart;;2017;54.36;74.58;İdari Takip;;8;128.94
GRUP 1;Kasım;;2021/02;293.76;44.55;İdari Takip;;10;338.31
GRUP 1;Kasım;;2021/05;107.1;12.13;İdari Takip;;24;119.23
GRUP 1;Eylül;;2018;239.6;4.53;Yasal Takip;;18;244.13
GRUP 1;Aralık;;2021/01;53.7;10.48;İdari Takip;;15;64.18
GRUP 1;Ekim;;2021/02;16.82;1.56;İdari Takip;;14;18.38
GRUP 1;Kasım;;2020;67.67;14.4;İdari Takip;;26;82.07
GRUP 1;Ekim;;2021/06;111.5;6.6;İdari Takip;;3;118.1
GRUP 1;Aralık;;2021/08;198.6;12;İdari Takip;;5;210.6
GRUP 1;Temmuz;;2021/04;211;11.68;Yasal Takip;;19;222.68
GRUP 1;Ocak;;2020;1003.21;36.83;İdari Takip;;31;1040.04
GRUP 1;Ağustos;;2020;75.43;9.92;Yasal Takip;2021;1;85.35
GRUP 1;Haziran;;2018;89;68.66;İdari Takip;;3;157.66
GRUP 1;Şubat;;2018;51.3;33.16;Yasal Takip;;14;84.46
GRUP 1;Mart;;2019;64.6;18.29;İdari Takip;;1;82.89
GRUP 1;Ekim;;2021/07;1.66;0.09;Yasal Takip;;31;1.75
GRUP 1;Şubat;;2021/01;129;2.76;Yasal Takip;;21;131.76
GRUP 1;Temmuz;;2021/05;164;6.61;Yasal Takip;;31;170.61
GRUP 1;Mayıs;;2021/03;496.13;10.62;İdari Takip;;13;506.75
GRUP 1;Mayıs;;2018;124.66;103.03;İdari Takip;;18;227.69
GRUP 1;Kasım;;2021/03;71.4;11.06;İdari Takip;;27;82.46
GRUP 1;Mart;;2019;3.19;27.92;İdari Takip;;8;31.11
GRUP 1;Ocak;;2019;244.7;69.76;Yasal Takip;;30;314.46
GRUP 1;Nisan;;2021/01;24500.57;1209.52;Yasal Takip;;12;25710.09
GRUP 1;Nisan;;2020;51190.85;9204.33;Yasal Takip;;15;60395.18
GRUP 1;Ekim;;2018;11562.52;3964.11;Yasal Takip;;26;15526.63
GRUP 1;Ekim;;2020;15725.83;5726.76;Yasal Takip;;5;21452.59
GRUP 1;Ocak;;2020;148020.31;17095.93;Yasal Takip;;11;165116.24
GRUP 1;Ocak;;2020;143214.16;18761.82;Yasal Takip;;25;161975.98
GRUP 1;Ağustos;;2021/01;10475.38;1741.18;Yasal Takip;;11;12216.56
GRUP 1;Mart;;2020;107309.73;7874.07;Yasal Takip;2021;17;115183.8
GRUP 1;Ocak;;2020;133104.31;5415.83;Yasal Takip;2021;27;138520.14
GRUP 1;Ocak;;2020;99738.48;11287.14;Yasal Takip;;19;111025.62
GRUP 1;Şubat;;2020;107145.07;15747.43;Yasal Takip;;24;122892.5
GRUP 1;Temmuz;;2019;9553.41;5938.53;Yasal Takip;;8;15491.94
GRUP 1;Ocak;;2020;159191.32;13536.1;Yasal Takip;;21;172727.42
GRUP 1;Şubat;;2021/02;1993.94;6.61;İdari Takip;;24;2000.55
GRUP 1;Şubat;;2020;30270.53;1634.78;İdari Takip;;18;31905.31
GRUP 1;Ocak;;2020;30211.53;1560.32;İdari Takip;;25;31771.85
GRUP 1;Mart;;2020;74782.69;4402.35;Yasal Takip;2021;9;79185.04
GRUP 1;Ocak;;2019;8444;1611.17;Yasal Takip;;12;10055.17
GRUP 1;Mayıs;;Devir Öncesi;63204.65;5698.08;Yasal Takip;;21;68902.73
GRUP 1;Ocak;;2020;174635.31;15994.86;Yasal Takip;;27;190630.17
GRUP 1;Haziran;;2020;29386.42;5056.12;Yasal Takip;;15;34442.54
GRUP 1;Eylül;;2019;130888.2;18945.37;Yasal Takip;;28;149833.57
GRUP 1;Ekim;;2021/03;17004.97;1466.54;Yasal Takip;;15;18471.51
GRUP 1;Temmuz;;2020;47798.87;6501.61;Yasal Takip;2021;7;54300.48
GRUP 1;Eylül;;2020;11852.3;3623.07;Yasal Takip;;8;15475.37
GRUP 1;Haziran;;2020;33776.69;3948.66;Yasal Takip;2021;7;37725.35
GRUP 1;Ocak;;2020;42295.47;1442.34;İdari Takip;;15;43737.81
GRUP 1;Şubat;;2020;45850.6;7065.87;Yasal Takip;;17;52916.47
GRUP 1;Ekim;;Devir Öncesi;18544.14;23642.18;Yasal Takip;;7;42186.32
GRUP 1;Aralık;;2018;1686.55;1922.81;Yasal Takip;;31;3609.36
GRUP 1;Temmuz;;2020;9417.7;16150.45;Yasal Takip;;12;25568.15
GRUP 1;Mart;;2020;35611.82;6048.96;Yasal Takip;;17;41660.78
GRUP 1;Mayıs;;2021/03;2875.22;115.9;Yasal Takip;;24;2991.12
GRUP 1;Ocak;;2017;1208.76;1483.15;Yasal Takip;;12;2691.91
GRUP 1;Şubat;;2020;57315.28;5801.35;Yasal Takip;2021;15;63116.63
GRUP 1;Haziran;;2020;12839.89;2271.85;Yasal Takip;2021;4;15111.74
GRUP 1;Ocak;;2020;10015.25;498.82;İdari Takip;;21;10514.07
GRUP 1;Nisan;;2021/03;22461.11;244.79;Yasal Takip;;15;22705.9
GRUP 1;Kasım;;2020;8021.03;3188.57;Yasal Takip;;10;11209.6
GRUP 1;Şubat;;2018;10908.32;6526.6;Yasal Takip;;3;17434.92
GRUP 1;Aralık;;2014;601.46;1004.13;Yasal Takip;;3;1605.59
GRUP 1;Ocak;;2020;92639.28;9510.5;Yasal Takip;;28;102149.78
GRUP 1;Nisan;;2021/02;18747.85;255.47;Yasal Takip;;15;19003.32
GRUP 1;Eylül;;2020;18324.96;6926.63;Yasal Takip;;14;25251.59
GRUP 1;Ağustos;;2020;7578.48;1312.5;Yasal Takip;2021;3;8890.98
GRUP 1;Şubat;;Devir Öncesi;55872.3;10939.73;Yasal Takip;;17;66812.03
GRUP 1;Şubat;;2014;5009.47;1896.37;Yasal Takip;;5;6905.84
GRUP 1;Mart;;2021/01;5796.54;92.24;İdari Takip;;31;5888.78
GRUP 1;Mart;;2019;24975.91;8995.42;Yasal Takip;;9;33971.33
GRUP 1;Kasım;;2021/02;995.59;217.26;Yasal Takip;;18;1212.85
GRUP 1;Mart;;2021/01;2313.52;42.66;İdari Takip;;17;2356.18
GRUP 1;Şubat;;2018;6940.66;5757.13;Yasal Takip;;26;12697.79
GRUP 1;Ağustos;;2016;4288.64;851.86;Yasal Takip;;6;5140.5
GRUP 1;Mart;;2020;89104.38;7340.65;Yasal Takip;2021;18;96445.03
GRUP 1;Kasım;;2020;19683.59;11580.04;Yasal Takip;;15;31263.63
GRUP 1;Temmuz;;2018;1143.07;2091.23;Yasal Takip;;12;3234.3
GRUP 1;Ağustos;;Devir Öncesi;23126.06;23327.5;Yasal Takip;;13;46453.56
GRUP 1;Mayıs;;2020;17135.92;4391.05;Yasal Takip;;28;21526.97
GRUP 1;Temmuz;;Devir Öncesi;13532.14;10736.89;Yasal Takip;;16;24269.03
GRUP 1;Haziran;;2020;14446.36;8099.03;Yasal Takip;;14;22545.39
GRUP 1;Nisan;;Devir Öncesi;69437.66;62499.79;Yasal Takip;;13;131937.45
GRUP 1;Nisan;;2020;2525.34;555.39;İdari Takip;;30;3080.73
GRUP 1;Ocak;;2020;33736.63;2006.21;İdari Takip;;13;35742.84
GRUP 1;Eylül;;2014;2015.13;488.8;Yasal Takip;;28;2503.93
GRUP 1;Kasım;;2018;2785.62;2684.63;Yasal Takip;;17;5470.25
GRUP 1;Mayıs;;2016;1203.57;466.2;Yasal Takip;;25;1669.77
GRUP 1;Mayıs;;2018;1120.38;880.14;Yasal Takip;;31;2000.52
GRUP 1;Nisan;;2018;0;0;Yasal Takip;;22;0
GRUP 1;Aralık;;2021/02;5450.01;875.85;Yasal Takip;;10;6325.86
GRUP 1;Nisan;;2017;3462.64;3072.85;Yasal Takip;;7;6535.49
GRUP 1;Nisan;;2021/02;12555.46;513.67;Yasal Takip;;22;13069.13
GRUP 1;Mayıs;;2014;0;0;İdari Takip;;26;0
GRUP 1;Şubat;;2020;16169.11;824.48;İdari Takip;;12;16993.59
GRUP 1;Ekim;;2018;7068.33;5944.6;Yasal Takip;;20;13012.93
GRUP 1;Şubat;;2017;1775.82;2399.31;Yasal Takip;;3;4175.13
GRUP 1;Temmuz;;Devir Öncesi;39479.92;11836.05;Yasal Takip;;5;51315.97
GRUP 1;Şubat;;2013;13812.76;0;Yasal Takip;;26;13812.76
GRUP 1;Haziran;;Devir Öncesi;13924;121.73;Yasal Takip;;24;14045.73
GRUP 1;Temmuz;;2020;7128.36;7605.31;Yasal Takip;2021;29;14733.67
GRUP 1;Temmuz;;2020;29022.33;2589.89;Yasal Takip;2021;9;31612.22
GRUP 1;Nisan;;Devir Öncesi;33975.2;8677.29;Yasal Takip;;5;42652.49
GRUP 1;Eylül;;Devir Öncesi;38869.65;15635.66;Yasal Takip;;16;54505.31
GRUP 1;Aralık;;2019;34694.56;20795.32;Yasal Takip;;7;55489.88
GRUP 1;Eylül;;Devir Öncesi;109284.42;17298.54;Yasal Takip;;6;126582.96
GRUP 1;Mayıs;;2017;578.58;553.4;Yasal Takip;;20;1131.98
GRUP 1;Ocak;;2020;1086.85;113.98;Yasal Takip;;30;1200.83
GRUP 1;Eylül;;2014;2806.62;1073.51;Yasal Takip;;24;3880.13
GRUP 1;Ekim;;2020;13960.71;2602.67;Yasal Takip;2021;26;16563.38
GRUP 1;Temmuz;;2014;974.28;1782.69;Yasal Takip;;8;2756.97
GRUP 1;Mart;;2021/02;15701.61;107.41;Yasal Takip;;12;15809.02
GRUP 1;Temmuz;;2013;626.63;196.41;Yasal Takip;;6;823.04
GRUP 1;Eylül;;2021/01;9972.31;1063.98;Yasal Takip;;29;11036.29
GRUP 1;Mayıs;;2021/04;1335.62;26.65;İdari Takip;;18;1362.27
GRUP 1;Ocak;;2017;5469.13;4671.51;Yasal Takip;;25;10140.64
GRUP 1;Kasım;;2020;568.77;131.13;İdari Takip;;30;699.9
GRUP 1;Temmuz;;2021/02;1409.77;89;İdari Takip;;14;1498.77
GRUP 1;Nisan;;2020;15235.03;1441.17;İdari Takip;;2;16676.2
GRUP 1;Ağustos;;2018;4727.92;3410.05;Yasal Takip;;25;8137.97
GRUP 1;Nisan;;2013;11380.8;1069.3;Yasal Takip;;9;12450.1
GRUP 1;Kasım;;2020;7504.57;1602.24;Yasal Takip;2021;3;9106.81
GRUP 1;Ağustos;;2018;6504.28;8118.47;Yasal Takip;;19;14622.75
GRUP 1;Kasım;;2019;34878.33;8527.76;Yasal Takip;;12;43406.09
GRUP 1;Aralık;;2014;966.72;1435.33;Yasal Takip;;15;2402.05
GRUP 1;Ocak;;Devir Öncesi;36378.39;5268.76;Yasal Takip;;25;41647.15
GRUP 1;Nisan;;Devir Öncesi;32100.11;9626.84;Yasal Takip;;2;41726.95
GRUP 1;Mayıs;;2020;2429.98;388.33;İdari Takip;;19;2818.31
GRUP 1;Haziran;;2021/02;154.1;10.71;İdari Takip;;19;164.81
GRUP 1;Temmuz;;2020;11191.09;11362.25;Yasal Takip;;27;22553.34
GRUP 1;Ağustos;;2013;337.92;4468.19;Yasal Takip;;23;4806.11
GRUP 1;Ağustos;;2014;931.07;1053.96;Yasal Takip;;6;1985.03
GRUP 1;Haziran;;2021/02;3735.38;129.71;Yasal Takip;;2;3865.09
GRUP 1;Ekim;;2017;2790.52;791.91;Yasal Takip;;15;3582.43
GRUP 1;Aralık;;2014;904.63;695.31;Yasal Takip;;28;1599.94
GRUP 1;Aralık;;2016;84.42;1821.77;Yasal Takip;;1;1906.19
GRUP 1;Temmuz;;2021/04;7384.29;504.91;Yasal Takip;;7;7889.2
GRUP 1;Haziran;;2021/02;2083.2;135.16;İdari Takip;;5;2218.36
GRUP 1;Temmuz;;2021/02;19513.07;1476.69;Yasal Takip;;7;20989.76
GRUP 1;Haziran;;2021/03;2417.99;114.87;Yasal Takip;;26;2532.86
GRUP 1;Temmuz;;2021/03;14661.29;1580.27;Yasal Takip;;26;16241.56
GRUP 1;Mayıs;;2021/05;2372.05;12.18;İdari Takip;;26;2384.23
GRUP 1;Haziran;;2021/02;23110.84;1611.57;Yasal Takip;;30;24722.41
GRUP 1;Temmuz;;2021/04;623.9;26.88;Yasal Takip;;3;650.78
GRUP 1;Eylül;;2020;41495.25;1317;Yasal Takip;2021;27;42812.25
GRUP 1;Kasım;;2021/03;10085.51;2698.53;Yasal Takip;;22;12784.04
GRUP 1;Ağustos;;2021/04;25374.21;846.99;İdari Takip;;4;26221.2
GRUP 1;Mayıs;;2021/02;5699.45;296.41;İdari Takip;;28;5995.86
GRUP 1;Aralık;;2021/02;5845.24;602.17;Yasal Takip;;1;6447.41
GRUP 1;Eylül;;2021/02;6642.53;1308.64;Yasal Takip;;3;7951.17
GRUP 1;Haziran;;2021/04;25507.68;916.96;Yasal Takip;;21;26424.64
GRUP 1;Temmuz;;2021/04;11104.93;507.97;Yasal Takip;;13;11612.9
GRUP 1;Kasım;;2021/04;390.64;48.53;İdari Takip;;3;439.17
GRUP 1;Temmuz;;2021/04;3847.43;433.44;Yasal Takip;;28;4280.87
GRUP 1;Aralık;;2021/03;8881.16;1156.58;Yasal Takip;;21;10037.74
GRUP 1;Eylül;;2021/04;57419.62;5604.88;Yasal Takip;;20;63024.5
GRUP 1;Ağustos;;2021/04;35936.32;3375.63;Yasal Takip;;12;39311.95
GRUP 1;Eylül;;2021/06;286.8;12.84;İdari Takip;;5;299.64
GRUP 1;Eylül;;2021/04;42584.29;4343.23;Yasal Takip;;27;46927.52
GRUP 1;Eylül;;2021/06;16589.03;740.59;İdari Takip;;13;17329.62
GRUP 1;Aralık;;2021/05;5301.52;2935.3;Yasal Takip;;3;8236.82
GRUP 1;Eylül;;2021/04;6077.09;567.31;İdari Takip;;14;6644.4
GRUP 1;Aralık;;2021/03;1581.67;2710.89;Yasal Takip;;30;4292.56
GRUP 1;Eylül;;2021/08;3716.14;88.43;Yasal Takip;;29;3804.57
GRUP 1;Ekim;;2021/07;9749.98;336.4;Yasal Takip;;6;10086.38
GRUP 1;Kasım;;2020;17839.5;1577.98;Yasal Takip;2021;2;19417.48
GRUP 1;Aralık;;2021/05;2402.99;291.15;Yasal Takip;;7;2694.14
GRUP 1;Ağustos;;2021/06;1972.96;92.27;Yasal Takip;;31;2065.23
GRUP 1;Eylül;;2021/03;6202.48;520.7;Yasal Takip;;8;6723.18
GRUP 1;Ekim;;2021/07;1922.63;71.76;İdari Takip;;22;1994.39
GRUP 1;Kasım;;2021/09;59144.63;1707.09;Yasal Takip;;19;60851.72
GRUP 1;Aralık;;2021/08;2593.6;106.05;İdari Takip;;13;2699.65
GRUP 1;Kasım;;2021/06;11204.2;604.67;Yasal Takip;;8;11808.87
GRUP 1;Kasım;;2021/08;25300.69;999.13;Yasal Takip;;3;26299.82
GRUP 1;Kasım;;2021/09;13467.18;421.64;Yasal Takip;;9;13888.82
GRUP 1;Ekim;;2021/09;1288.8;8.29;İdari Takip;;1;1297.09
GRUP 1;Ekim;;2021/08;11376.27;511.74;Yasal Takip;;22;11888.01
GRUP 1;Aralık;;2021/08;7413.72;369.6;Yasal Takip;;9;7783.32
GRUP 1;Ekim;;2021/07;4603.17;154.11;İdari Takip;;18;4757.28
GRUP 1;Ekim;;2021/08;27956.15;905.46;Yasal Takip;;19;28861.61
GRUP 1;Ekim;;2021/09;12239.49;230.4;Yasal Takip;;15;12469.89
GRUP 1;Aralık;;2021/08;34625.21;1348.04;Yasal Takip;;8;35973.25
GRUP 1;Kasım;;2021/08;59188.03;525.39;Yasal Takip;;1;59713.42
GRUP 1;Kasım;;2021/07;23879.43;856.6;Yasal Takip;;22;24736.03
GRUP 1;Ekim;;2021/09;359.92;7.19;İdari Takip;;24;367.11
GRUP 1;Aralık;;2021/11;2265;32.03;İdari Takip;;8;2297.03
GRUP 1;Aralık;;2021/10;15850.96;391.37;İdari Takip;;3;16242.33
GRUP 1;Kasım;;2020;5989.1;1078.29;Yasal Takip;2021;12;7067.39
GRUP 1;Ocak;;2013;576.84;0;Yasal Takip;;5;576.84
GRUP 1;Nisan;;2016;763.83;1100.54;Yasal Takip;;26;1864.37
GRUP 1;Mart;;2021/02;10820.59;1076.85;İdari Takip;;25;11897.44
GRUP 1;Kasım;;2013;0;1311.62;Yasal Takip;;4;1311.62
GRUP 1;Mayıs;;2021/01;1938.68;91.61;İdari Takip;;4;2030.29
GRUP 1;Mart;;2017;1329.33;665.18;Yasal Takip;;30;1994.51
GRUP 1;Kasım;;2020;19124.76;6052.48;Yasal Takip;;1;25177.24
GRUP 1;Haziran;;2020;1306.02;142.52;İdari Takip;;7;1448.54
GRUP 1;Nisan;;Devir Öncesi;148.79;0;Yasal Takip;;11;148.79
GRUP 1;Mart;;2019;11644.52;3292.23;Yasal Takip;;18;14936.75
GRUP 1;Nisan;;Devir Öncesi;48092.02;7056.86;Yasal Takip;;12;55148.88
GRUP 1;Ekim;;2019;12789.87;7053.85;Yasal Takip;;11;19843.72
GRUP 1;Temmuz;;2014;2000.55;1014.79;Yasal Takip;;26;3015.34
GRUP 1;Ekim;;2020;10481.51;1320.76;Yasal Takip;2021;4;11802.27
GRUP 1;Kasım;;Devir Öncesi;643.39;24.76;Yasal Takip;;7;668.15
GRUP 1;Eylül;;2014;1554.86;3979.39;Yasal Takip;;1;5534.25
GRUP 1;Haziran;;2018;6940.36;3027.61;Yasal Takip;;14;9967.97
GRUP 1;Eylül;;2016;233.61;287.47;İdari Takip;;30;521.08
GRUP 1;Şubat;;2020;17462.2;688.98;İdari Takip;;1;18151.18
GRUP 1;Mart;;2021/01;20800.58;673.21;Yasal Takip;;23;21473.79
GRUP 1;Mart;;2020;919.77;185.94;Yasal Takip;;7;1105.71
GRUP 1;Ağustos;;2020;17417.59;2362.75;Yasal Takip;2021;26;19780.34
GRUP 1;Şubat;;2020;6515.84;318.15;Yasal Takip;;6;6833.99
GRUP 1;Eylül;;2020;17197.11;2709.74;Yasal Takip;2021;1;19906.85
GRUP 1;Eylül;;2020;1598.66;455.4;Yasal Takip;;25;2054.06
GRUP 1;Temmuz;;2021/01;6120.83;651.27;Yasal Takip;;13;6772.1
GRUP 1;Şubat;;2020;4728.32;265.16;Yasal Takip;2021;7;4993.48
GRUP 1;Ağustos;;2020;21462.24;3588.73;Yasal Takip;2021;13;25050.97
GRUP 1;Mayıs;;2019;787.07;366.61;Yasal Takip;;6;1153.68
GRUP 1;Eylül;;2021/01;2099.77;316.09;Yasal Takip;;16;2415.86
GRUP 1;Eylül;;Devir Öncesi;0;677.69;Yasal Takip;;18;677.69
GRUP 1;Kasım;;2021/02;1406.13;754.2;Yasal Takip;;11;2160.33
GRUP 1;Haziran;;2019;5522.56;2242.82;Yasal Takip;;7;7765.38
GRUP 1;Nisan;;2018;161.66;1070.98;Yasal Takip;;20;1232.64
GRUP 1;Ekim;;2018;4281.22;3967.15;Yasal Takip;;25;8248.37
GRUP 1;Kasım;;2016;0;1414.46;Yasal Takip;;24;1414.46
GRUP 1;Nisan;;2018;85.7;58.17;İdari Takip;;29;143.87
GRUP 1;Nisan;;2015;0;299.12;Yasal Takip;;12;299.12
GRUP 1;Aralık;;2016;212.73;702.82;Yasal Takip;;25;915.55
GRUP 1;Haziran;;2015;827.93;426.44;Yasal Takip;;17;1254.37
GRUP 1;Mayıs;;2021/02;22227.28;1014.41;İdari Takip;;24;23241.69
GRUP 1;Kasım;;2021/04;7170.96;1888.88;Yasal Takip;;26;9059.84
GRUP 1;Mayıs;;2021/04;1327.75;13.14;İdari Takip;;4;1340.89
GRUP 1;Aralık;;2021/03;5387.83;815.63;Yasal Takip;;1;6203.46
GRUP 1;Temmuz;;2021/03;7487.04;467.43;İdari Takip;;29;7954.47
GRUP 1;Mayıs;;2021/02;3055.35;161.9;İdari Takip;;17;3217.25
GRUP 1;Haziran;;2021/01;6664.91;449.34;İdari Takip;;14;7114.25
GRUP 1;Temmuz;;2021/05;3510.68;103.41;İdari Takip;;13;3614.09
GRUP 1;Mayıs;;2020;983.55;84.54;İdari Takip;;3;1068.09
GRUP 1;Haziran;;2021/03;1712.28;42.45;İdari Takip;;26;1754.73
GRUP 1;Temmuz;;2021/03;1580.57;56.72;İdari Takip;;19;1637.29
GRUP 1;Aralık;;2021/01;142.3;1.97;Yasal Takip;;25;144.27
GRUP 1;Ağustos;;2021/02;10591.5;3392.2;Yasal Takip;;27;13983.7
GRUP 1;Ağustos;;2021/04;8395.62;547.55;İdari Takip;;23;8943.17
GRUP 1;Ağustos;;2020;250.79;40.33;İdari Takip;;20;291.12
